Time period,OrgCode,ParentOrgCode,Sex,QuitStatus,MonitoringCategory,Total
2018/19,E08000034,E12000003,Female,Not known,60 and over,58
2018/19,E08000034,E12000003,Female,Not known,Under 18,4
2018/19,E08000034,E12000003,Female,Not quit,18-34,0
2018/19,E08000034,E12000003,Female,Not quit,35-44,0
2018/19,E08000034,E12000003,Female,Not quit,45-59,0
2018/19,E08000034,E12000003,Female,Not quit,60 and over,0
2018/19,E08000034,E12000003,Female,Not quit,Under 18,0
2018/19,E08000034,E12000003,Female,Quit,18-34,60
2018/19,E08000034,E12000003,Female,Quit,35-44,60
2018/19,E08000034,E12000003,Female,Quit,45-59,89
2018/19,E08000034,E12000003,Female,Quit,60 and over,89
2018/19,E08000034,E12000003,Female,Quit,Under 18,1
2018/19,E08000034,E12000003,Female,Quit CO,18-34,46
2018/19,E08000034,E12000003,Female,Quit CO,35-44,47
2018/19,E08000034,E12000003,Female,Quit CO,45-59,64
2018/19,E08000034,E12000003,Female,Quit CO,60 and over,66
2018/19,E08000034,E12000003,Female,Quit CO,Under 18,1
2018/19,E08000034,E12000003,Female,Set quit date,18-34,155
2018/19,E08000034,E12000003,Female,Set quit date,35-44,146
2018/19,E08000034,E12000003,Female,Set quit date,45-59,184
2018/19,E08000034,E12000003,Female,Set quit date,60 and over,147
2018/19,E08000034,E12000003,Female,Set quit date,Under 18,5
2018/19,E08000034,E12000003,Male,Not known,18-34,74
2018/19,E08000034,E12000003,Male,Not known,35-44,89
2018/19,E08000034,E12000003,Male,Not known,45-59,126
2018/19,E08000034,E12000003,Male,Not known,60 and over,70
2018/19,E08000034,E12000003,Male,Not known,Under 18,8
2018/19,E08000034,E12000003,Male,Not quit,18-34,0
2018/19,E08000034,E12000003,Male,Not quit,35-44,0
2018/19,E08000034,E12000003,Male,Not quit,45-59,0
2018/19,E08000034,E12000003,Male,Not quit,60 and over,0
2018/19,E08000034,E12000003,Male,Not quit,Under 18,0
2018/19,E08000034,E12000003,Male,Quit,18-34,33
2018/19,E08000034,E12000003,Male,Quit,35-44,57
2018/19,E08000034,E12000003,Male,Quit,45-59,101
2018/19,E08000034,E12000003,Male,Quit,60 and over,81
2018/19,E08000034,E12000003,Male,Quit,Under 18,1
2018/19,E08000034,E12000003,Male,Quit CO,18-34,18
2018/19,E08000034,E12000003,Male,Quit CO,35-44,39
2018/19,E08000034,E12000003,Male,Quit CO,45-59,72
2018/19,E08000034,E12000003,Male,Quit CO,60 and over,62
2018/19,E08000034,E12000003,Male,Quit CO,Under 18,0
2018/19,E08000034,E12000003,Male,Set quit date,18-34,107
2018/19,E08000034,E12000003,Male,Set quit date,35-44,146
2018/19,E08000034,E12000003,Male,Set quit date,45-59,227
2018/19,E08000034,E12000003,Male,Set quit date,60 and over,151
2018/19,E08000034,E12000003,Male,Set quit date,Under 18,9
2018/19,E08000035,E12000003,Female,Not known,18-34,96
2018/19,E08000035,E12000003,Female,Not known,35-44,67
2018/19,E08000035,E12000003,Female,Not known,45-59,88
2018/19,E08000035,E12000003,Female,Not known,60 and over,55
2018/19,E08000035,E12000003,Female,Not known,Under 18,1
2018/19,E08000035,E12000003,Female,Not quit,18-34,16
2018/19,E08000035,E12000003,Female,Not quit,35-44,5
2018/19,E08000035,E12000003,Female,Not quit,45-59,24
2018/19,E08000035,E12000003,Female,Not quit,60 and over,12
2018/19,E08000035,E12000003,Female,Not quit,Under 18,0
2018/19,E08000035,E12000003,Female,Quit,18-34,125
2018/19,E08000035,E12000003,Female,Quit,35-44,123
2018/19,E08000035,E12000003,Female,Quit,45-59,197
2018/19,E08000035,E12000003,Female,Quit,60 and over,133
2018/19,E08000035,E12000003,Female,Quit,Under 18,1
2018/19,E08000035,E12000003,Female,Quit CO,18-34,105
2018/19,E08000035,E12000003,Female,Quit CO,35-44,101
2018/19,E08000035,E12000003,Female,Quit CO,45-59,169
2018/19,E08000035,E12000003,Female,Quit CO,60 and over,123
2018/19,E08000035,E12000003,Female,Quit CO,Under 18,1
2018/19,E08000035,E12000003,Female,Set quit date,18-34,237
2018/19,E08000035,E12000003,Female,Set quit date,35-44,195
2018/19,E08000035,E12000003,Female,Set quit date,45-59,309
2018/19,E08000035,E12000003,Female,Set quit date,60 and over,200
2018/19,E08000035,E12000003,Female,Set quit date,Under 18,2
2018/19,E08000035,E12000003,Male,Not known,18-34,51
2018/19,E08000035,E12000003,Male,Not known,35-44,43
2018/19,E08000035,E12000003,Male,Not known,45-59,72
2018/19,E08000035,E12000003,Male,Not known,60 and over,38
2018/19,E08000035,E12000003,Male,Not known,Under 18,0
2018/19,E08000035,E12000003,Male,Not quit,18-34,6
2018/19,E08000035,E12000003,Male,Not quit,35-44,8
2018/19,E08000035,E12000003,Male,Not quit,45-59,18
2018/19,E08000035,E12000003,Male,Not quit,60 and over,6
2018/19,E08000035,E12000003,Male,Not quit,Under 18,0
2018/19,E08000035,E12000003,Male,Quit,18-34,74
2018/19,E08000035,E12000003,Male,Quit,35-44,108
2018/19,E08000035,E12000003,Male,Quit,45-59,153
2018/19,E08000035,E12000003,Male,Quit,60 and over,94
2018/19,E08000035,E12000003,Male,Quit,Under 18,0
2018/19,E08000035,E12000003,Male,Quit CO,18-34,65
2018/19,E08000035,E12000003,Male,Quit CO,35-44,92
2018/19,E08000035,E12000003,Male,Quit CO,45-59,135
2018/19,E08000035,E12000003,Male,Quit CO,60 and over,89
2018/19,E08000035,E12000003,Male,Quit CO,Under 18,0
2018/19,E08000035,E12000003,Male,Set quit date,18-34,131
2018/19,E08000035,E12000003,Male,Set quit date,35-44,159
2018/19,E08000035,E12000003,Male,Set quit date,45-59,243
2018/19,E08000035,E12000003,Male,Set quit date,60 and over,138
2018/19,E08000035,E12000003,Male,Set quit date,Under 18,0
2018/19,E08000036,E12000003,Female,Not known,18-34,61
2018/19,E08000036,E12000003,Female,Not known,35-44,35
2018/19,E08000036,E12000003,Female,Not known,45-59,33
2018/19,E08000036,E12000003,Female,Not known,60 and over,19
2018/19,E08000036,E12000003,Female,Not known,Under 18,5
2018/19,E08000036,E12000003,Female,Not quit,18-34,62
2018/19,E08000036,E12000003,Female,Not quit,35-44,39
2018/19,E08000036,E12000003,Female,Not quit,45-59,73
2018/19,E08000036,E12000003,Female,Not quit,60 and over,45
2018/19,E08000036,E12000003,Female,Not quit,Under 18,3
2018/19,E08000036,E12000003,Female,Quit,18-34,223
2018/19,E08000036,E12000003,Female,Quit,35-44,154
2018/19,E08000036,E12000003,Female,Quit,45-59,278
2018/19,E08000036,E12000003,Female,Quit,60 and over,194
2018/19,E08000036,E12000003,Female,Quit,Under 18,3
2018/19,E08000036,E12000003,Female,Quit CO,18-34,158
2018/19,E08000036,E12000003,Female,Quit CO,35-44,105
2018/19,E08000036,E12000003,Female,Quit CO,45-59,202
2018/19,E08000036,E12000003,Female,Quit CO,60 and over,152
2018/19,E08000036,E12000003,Female,Quit CO,Under 18,2
2018/19,E08000036,E12000003,Female,Set quit date,18-34,346
2018/19,E08000036,E12000003,Female,Set quit date,35-44,228
2018/19,E08000036,E12000003,Female,Set quit date,45-59,384
2018/19,E08000036,E12000003,Female,Set quit date,60 and over,258
2018/19,E08000036,E12000003,Female,Set quit date,Under 18,11
2018/19,E08000036,E12000003,Male,Not known,18-34,40
2018/19,E08000036,E12000003,Male,Not known,35-44,32
2018/19,E08000036,E12000003,Male,Not known,45-59,26
2018/19,E08000036,E12000003,Male,Not known,60 and over,14
2018/19,E08000036,E12000003,Male,Not known,Under 18,3
2018/19,E08000036,E12000003,Male,Not quit,18-34,27
2018/19,E08000036,E12000003,Male,Not quit,35-44,29
2018/19,E08000036,E12000003,Male,Not quit,45-59,43
2018/19,E08000036,E12000003,Male,Not quit,60 and over,17
2018/19,E08000036,E12000003,Male,Not quit,Under 18,1
2018/19,E08000036,E12000003,Male,Quit,18-34,124
2018/19,E08000036,E12000003,Male,Quit,35-44,142
2018/19,E08000036,E12000003,Male,Quit,45-59,228
2018/19,E08000036,E12000003,Male,Quit,60 and over,153
2018/19,E08000036,E12000003,Male,Quit,Under 18,4
2018/19,E08000036,E12000003,Male,Quit CO,18-34,71
2018/19,E08000036,E12000003,Male,Quit CO,35-44,94
2018/19,E08000036,E12000003,Male,Quit CO,45-59,166
2018/19,E08000036,E12000003,Male,Quit CO,60 and over,120
2018/19,E08000036,E12000003,Male,Quit CO,Under 18,3
2018/19,E08000036,E12000003,Male,Set quit date,18-34,191
2018/19,E08000036,E12000003,Male,Set quit date,35-44,203
2018/19,E08000036,E12000003,Male,Set quit date,45-59,297
2018/19,E08000036,E12000003,Male,Set quit date,60 and over,184
2018/19,E08000036,E12000003,Male,Set quit date,Under 18,8
2018/19,E08000037,E12000001,Female,Not known,18-34,63
2018/19,E08000037,E12000001,Female,Not known,35-44,31
2018/19,E08000037,E12000001,Female,Not known,45-59,70
2018/19,E08000037,E12000001,Female,Not known,60 and over,31
2018/19,E08000037,E12000001,Female,Not known,Under 18,1
2018/19,E08000037,E12000001,Female,Not quit,18-34,38
2018/19,E08000037,E12000001,Female,Not quit,35-44,41
2018/19,E08000037,E12000001,Female,Not quit,45-59,58
2018/19,E08000037,E12000001,Female,Not quit,60 and over,32
2018/19,E08000037,E12000001,Female,Not quit,Under 18,3
2018/19,E08000037,E12000001,Female,Quit,18-34,66
2018/19,E08000037,E12000001,Female,Quit,35-44,71
2018/19,E08000037,E12000001,Female,Quit,45-59,152
2018/19,E08000037,E12000001,Female,Quit,60 and over,137
2018/19,E08000037,E12000001,Female,Quit,Under 18,4
2018/19,E08000037,E12000001,Female,Quit CO,18-34,47
2018/19,E08000037,E12000001,Female,Quit CO,35-44,60
2018/19,E08000037,E12000001,Female,Quit CO,45-59,126
2018/19,E08000037,E12000001,Female,Quit CO,60 and over,123
2018/19,E08000037,E12000001,Female,Quit CO,Under 18,3
2018/19,E08000037,E12000001,Female,Set quit date,18-34,167
2018/19,E08000037,E12000001,Female,Set quit date,35-44,143
2018/19,E08000037,E12000001,Female,Set quit date,45-59,280
2018/19,E08000037,E12000001,Female,Set quit date,60 and over,200
2018/19,E08000037,E12000001,Female,Set quit date,Under 18,8
2018/19,E08000037,E12000001,Male,Not known,18-34,43
2018/19,E08000037,E12000001,Male,Not known,35-44,35
2018/19,E08000037,E12000001,Male,Not known,45-59,53
2018/19,E08000037,E12000001,Male,Not known,60 and over,29
2018/19,E08000037,E12000001,Male,Not known,Under 18,3
2018/19,E08000037,E12000001,Male,Not quit,18-34,25
2018/19,E08000037,E12000001,Male,Not quit,35-44,23
2018/19,E08000037,E12000001,Male,Not quit,45-59,59
2018/19,E08000037,E12000001,Male,Not quit,60 and over,40
2018/19,E08000037,E12000001,Male,Not quit,Under 18,1
2018/19,E08000037,E12000001,Male,Quit,18-34,52
2018/19,E08000037,E12000001,Male,Quit,35-44,67
2018/19,E08000037,E12000001,Male,Quit,45-59,119
2018/19,E08000037,E12000001,Male,Quit,60 and over,90
2018/19,E08000037,E12000001,Male,Quit,Under 18,0
2018/19,E08000037,E12000001,Male,Quit CO,18-34,39
2018/19,E08000037,E12000001,Male,Quit CO,35-44,52
2018/19,E08000037,E12000001,Male,Quit CO,45-59,99
2018/19,E08000037,E12000001,Male,Quit CO,60 and over,81
2018/19,E08000037,E12000001,Male,Quit CO,Under 18,0
2018/19,E08000037,E12000001,Male,Set quit date,18-34,120
2018/19,E08000037,E12000001,Male,Set quit date,35-44,125
2018/19,E08000037,E12000001,Male,Set quit date,45-59,231
2018/19,E08000037,E12000001,Male,Set quit date,60 and over,159
2018/19,E08000037,E12000001,Male,Set quit date,Under 18,4
2018/19,E09000001,E12000007,Female,Not known,18-34,4
2018/19,E09000001,E12000007,Female,Not known,35-44,1
2018/19,E09000001,E12000007,Female,Not known,45-59,2
2018/19,E09000001,E12000007,Female,Not known,60 and over,0
2018/19,E09000001,E12000007,Female,Not known,Under 18,0
2018/19,E09000001,E12000007,Female,Not quit,18-34,14
2018/19,E09000001,E12000007,Female,Not quit,35-44,20
2018/19,E09000001,E12000007,Female,Not quit,45-59,16
2018/19,E09000001,E12000007,Female,Not quit,60 and over,2
2018/19,E09000001,E12000007,Female,Not quit,Under 18,0
2018/19,E09000001,E12000007,Female,Quit,18-34,19
2018/19,E09000001,E12000007,Female,Quit,35-44,17
2018/19,E09000001,E12000007,Female,Quit,45-59,27
2018/19,E09000001,E12000007,Female,Quit,60 and over,7
2018/19,E09000001,E12000007,Female,Quit,Under 18,0
2018/19,E09000001,E12000007,Female,Quit CO,18-34,16
2018/19,E09000001,E12000007,Female,Quit CO,35-44,14
2018/19,E09000001,E12000007,Female,Quit CO,45-59,26
2018/19,E09000001,E12000007,Female,Quit CO,60 and over,7
2018/19,E09000001,E12000007,Female,Quit CO,Under 18,0
2018/19,E09000001,E12000007,Female,Set quit date,18-34,37
2018/19,E09000001,E12000007,Female,Set quit date,35-44,38
2018/19,E09000001,E12000007,Female,Set quit date,45-59,45
2018/19,E09000001,E12000007,Female,Set quit date,60 and over,9
2018/19,E09000001,E12000007,Female,Set quit date,Under 18,0
2018/19,E09000001,E12000007,Male,Not known,18-34,5
2018/19,E09000001,E12000007,Male,Not known,35-44,4
2018/19,E09000001,E12000007,Male,Not known,45-59,6
2018/19,E09000001,E12000007,Male,Not known,60 and over,4
2018/19,E09000001,E12000007,Male,Not known,Under 18,0
2018/19,E09000001,E12000007,Male,Not quit,18-34,34
2018/19,E09000001,E12000007,Male,Not quit,35-44,21
2018/19,E09000001,E12000007,Male,Not quit,45-59,10
2018/19,E09000001,E12000007,Male,Not quit,60 and over,4
2018/19,E09000001,E12000007,Male,Not quit,Under 18,0
2018/19,E09000001,E12000007,Male,Quit,18-34,37
2018/19,E09000001,E12000007,Male,Quit,35-44,46
2018/19,E09000001,E12000007,Male,Quit,45-59,38
2018/19,E09000001,E12000007,Male,Quit,60 and over,14
2018/19,E09000001,E12000007,Male,Quit,Under 18,0
2018/19,E09000001,E12000007,Male,Quit CO,18-34,33
2018/19,E09000001,E12000007,Male,Quit CO,35-44,45
2018/19,E09000001,E12000007,Male,Quit CO,45-59,32
2018/19,E09000001,E12000007,Male,Quit CO,60 and over,11
2018/19,E09000001,E12000007,Male,Quit CO,Under 18,0
2018/19,E09000001,E12000007,Male,Set quit date,18-34,76
2018/19,E09000001,E12000007,Male,Set quit date,35-44,71
2018/19,E09000001,E12000007,Male,Set quit date,45-59,54
2018/19,E09000001,E12000007,Male,Set quit date,60 and over,22
2018/19,E09000001,E12000007,Male,Set quit date,Under 18,0
2018/19,E09000002,E12000007,Female,Not known,18-34,16
2018/19,E09000002,E12000007,Female,Not known,35-44,9
2018/19,E09000002,E12000007,Female,Not known,45-59,12
2018/19,E09000002,E12000007,Female,Not known,60 and over,2
2018/19,E09000002,E12000007,Female,Not known,Under 18,0
2018/19,E09000002,E12000007,Female,Not quit,18-34,98
2018/19,E09000002,E12000007,Female,Not quit,35-44,67
2018/19,E09000002,E12000007,Female,Not quit,45-59,87
2018/19,E09000002,E12000007,Female,Not quit,60 and over,38
2018/19,E09000002,E12000007,Female,Not quit,Under 18,3
2018/19,E09000002,E12000007,Female,Quit,18-34,109
2018/19,E09000002,E12000007,Female,Quit,35-44,64
2018/19,E09000002,E12000007,Female,Quit,45-59,98
2018/19,E09000002,E12000007,Female,Quit,60 and over,51
2018/19,E09000002,E12000007,Female,Quit,Under 18,3
2018/19,E09000002,E12000007,Female,Quit CO,18-34,97
2018/19,E09000002,E12000007,Female,Quit CO,35-44,61
2018/19,E09000002,E12000007,Female,Quit CO,45-59,96
2018/19,E09000002,E12000007,Female,Quit CO,60 and over,47
2018/19,E09000002,E12000007,Female,Quit CO,Under 18,2
2018/19,E09000002,E12000007,Female,Set quit date,18-34,223
2018/19,E09000002,E12000007,Female,Set quit date,35-44,140
2018/19,E09000002,E12000007,Female,Set quit date,45-59,197
2018/19,E09000002,E12000007,Female,Set quit date,60 and over,91
2018/19,E09000002,E12000007,Female,Set quit date,Under 18,6
2018/19,E09000002,E12000007,Male,Not known,18-34,8
2018/19,E09000002,E12000007,Male,Not known,35-44,7
2018/19,E09000002,E12000007,Male,Not known,45-59,4
2018/19,E09000002,E12000007,Male,Not known,60 and over,3
2018/19,E09000002,E12000007,Male,Not known,Under 18,0
2018/19,E09000002,E12000007,Male,Not quit,18-34,39
2018/19,E09000002,E12000007,Male,Not quit,35-44,40
2018/19,E09000002,E12000007,Male,Not quit,45-59,59
2018/19,E09000002,E12000007,Male,Not quit,60 and over,26
2018/19,E09000002,E12000007,Male,Not quit,Under 18,2
2018/19,E09000002,E12000007,Male,Quit,18-34,51
2018/19,E09000002,E12000007,Male,Quit,35-44,49
2018/19,E09000002,E12000007,Male,Quit,45-59,72
2018/19,E09000002,E12000007,Male,Quit,60 and over,43
2018/19,E09000002,E12000007,Male,Quit,Under 18,0
2018/19,E09000002,E12000007,Male,Quit CO,18-34,42
2018/19,E09000002,E12000007,Male,Quit CO,35-44,43
2018/19,E09000002,E12000007,Male,Quit CO,45-59,68
2018/19,E09000002,E12000007,Male,Quit CO,60 and over,42
2018/19,E09000002,E12000007,Male,Quit CO,Under 18,0
2018/19,E09000002,E12000007,Male,Set quit date,18-34,98
2018/19,E09000002,E12000007,Male,Set quit date,35-44,96
2018/19,E09000002,E12000007,Male,Set quit date,45-59,135
2018/19,E09000002,E12000007,Male,Set quit date,60 and over,72
2018/19,E09000002,E12000007,Male,Set quit date,Under 18,2
2018/19,E09000003,E12000007,Female,Not known,18-34,29
2018/19,E09000003,E12000007,Female,Not known,35-44,22
2018/19,E09000003,E12000007,Female,Not known,45-59,46
2018/19,E09000003,E12000007,Female,Not known,60 and over,15
2018/19,E09000003,E12000007,Female,Not known,Under 18,0
2018/19,E09000003,E12000007,Female,Not quit,18-34,20
2018/19,E09000003,E12000007,Female,Not quit,35-44,27
2018/19,E09000003,E12000007,Female,Not quit,45-59,42
2018/19,E09000003,E12000007,Female,Not quit,60 and over,32
2018/19,E09000003,E12000007,Female,Not quit,Under 18,1
2018/19,E09000003,E12000007,Female,Quit,18-34,60
2018/19,E09000003,E12000007,Female,Quit,35-44,51
2018/19,E09000003,E12000007,Female,Quit,45-59,67
2018/19,E09000003,E12000007,Female,Quit,60 and over,58
2018/19,E09000003,E12000007,Female,Quit,Under 18,0
2018/19,E09000003,E12000007,Female,Quit CO,18-34,44
2018/19,E09000003,E12000007,Female,Quit CO,35-44,37
2018/19,E09000003,E12000007,Female,Quit CO,45-59,47
2018/19,E09000003,E12000007,Female,Quit CO,60 and over,47
2018/19,E09000003,E12000007,Female,Quit CO,Under 18,0
2018/19,E09000003,E12000007,Female,Set quit date,18-34,109
2018/19,E09000003,E12000007,Female,Set quit date,35-44,100
2018/19,E09000003,E12000007,Female,Set quit date,45-59,155
2018/19,E09000003,E12000007,Female,Set quit date,60 and over,105
2018/19,E09000003,E12000007,Female,Set quit date,Under 18,1
2018/19,E09000003,E12000007,Male,Not known,18-34,30
2018/19,E09000003,E12000007,Male,Not known,35-44,24
2018/19,E09000003,E12000007,Male,Not known,45-59,52
2018/19,E09000003,E12000007,Male,Not known,60 and over,22
2018/19,E09000003,E12000007,Male,Not known,Under 18,2
2018/19,E09000003,E12000007,Male,Not quit,18-34,26
2018/19,E09000003,E12000007,Male,Not quit,35-44,33
2018/19,E09000003,E12000007,Male,Not quit,45-59,50
2018/19,E09000003,E12000007,Male,Not quit,60 and over,36
2018/19,E09000003,E12000007,Male,Not quit,Under 18,0
2018/19,E09000003,E12000007,Male,Quit,18-34,34
2018/19,E09000003,E12000007,Male,Quit,35-44,55
2018/19,E09000003,E12000007,Male,Quit,45-59,83
2018/19,E09000003,E12000007,Male,Quit,60 and over,48
2018/19,E09000003,E12000007,Male,Quit,Under 18,1
2018/19,E09000003,E12000007,Male,Quit CO,18-34,22
2018/19,E09000003,E12000007,Male,Quit CO,35-44,32
2018/19,E09000003,E12000007,Male,Quit CO,45-59,57
2018/19,E09000003,E12000007,Male,Quit CO,60 and over,37
2018/19,E09000003,E12000007,Male,Quit CO,Under 18,1
2018/19,E09000003,E12000007,Male,Set quit date,18-34,90
2018/19,E09000003,E12000007,Male,Set quit date,35-44,112
2018/19,E09000003,E12000007,Male,Set quit date,45-59,185
2018/19,E09000003,E12000007,Male,Set quit date,60 and over,106
2018/19,E09000003,E12000007,Male,Set quit date,Under 18,3
2018/19,E09000004,E12000007,Female,Not known,18-34,1
2018/19,E09000004,E12000007,Female,Not known,35-44,0
2018/19,E09000004,E12000007,Female,Not known,45-59,0
2018/19,E09000004,E12000007,Female,Not known,60 and over,0
2018/19,E09000004,E12000007,Female,Not known,Under 18,0
2018/19,E09000004,E12000007,Female,Not quit,18-34,102
2018/19,E09000004,E12000007,Female,Not quit,35-44,39
2018/19,E09000004,E12000007,Female,Not quit,45-59,76
2018/19,E09000004,E12000007,Female,Not quit,60 and over,51
2018/19,E09000004,E12000007,Female,Not quit,Under 18,2
2018/19,E09000004,E12000007,Female,Quit,18-34,66
2018/19,E09000004,E12000007,Female,Quit,35-44,72
2018/19,E09000004,E12000007,Female,Quit,45-59,105
2018/19,E09000004,E12000007,Female,Quit,60 and over,66
2018/19,E09000004,E12000007,Female,Quit,Under 18,1
2018/19,E09000004,E12000007,Female,Quit CO,18-34,64
2018/19,E09000004,E12000007,Female,Quit CO,35-44,70
2018/19,E09000004,E12000007,Female,Quit CO,45-59,102
2018/19,E09000004,E12000007,Female,Quit CO,60 and over,64
2018/19,E09000004,E12000007,Female,Quit CO,Under 18,1
2018/19,E09000004,E12000007,Female,Set quit date,18-34,169
2018/19,E09000004,E12000007,Female,Set quit date,35-44,111
2018/19,E09000004,E12000007,Female,Set quit date,45-59,181
2018/19,E09000004,E12000007,Female,Set quit date,60 and over,117
2018/19,E09000004,E12000007,Female,Set quit date,Under 18,3
2018/19,E09000004,E12000007,Male,Not known,18-34,0
2018/19,E09000004,E12000007,Male,Not known,35-44,0
2018/19,E09000004,E12000007,Male,Not known,45-59,0
2018/19,E09000004,E12000007,Male,Not known,60 and over,0
2018/19,E09000004,E12000007,Male,Not known,Under 18,0
2018/19,E09000004,E12000007,Male,Not quit,18-34,34
2018/19,E09000004,E12000007,Male,Not quit,35-44,31
2018/19,E09000004,E12000007,Male,Not quit,45-59,56
2018/19,E09000004,E12000007,Male,Not quit,60 and over,32
2018/19,E09000004,E12000007,Male,Not quit,Under 18,1
2018/19,E09000004,E12000007,Male,Quit,18-34,45
2018/19,E09000004,E12000007,Male,Quit,35-44,55
2018/19,E09000004,E12000007,Male,Quit,45-59,77
2018/19,E09000004,E12000007,Male,Quit,60 and over,62
2018/19,E09000004,E12000007,Male,Quit,Under 18,3
2018/19,E09000004,E12000007,Male,Quit CO,18-34,44
2018/19,E09000004,E12000007,Male,Quit CO,35-44,53
2018/19,E09000004,E12000007,Male,Quit CO,45-59,75
2018/19,E09000004,E12000007,Male,Quit CO,60 and over,61
2018/19,E09000004,E12000007,Male,Quit CO,Under 18,3
2018/19,E09000004,E12000007,Male,Set quit date,18-34,79
2018/19,E09000004,E12000007,Male,Set quit date,35-44,86
2018/19,E09000004,E12000007,Male,Set quit date,45-59,133
2018/19,E09000004,E12000007,Male,Set quit date,60 and over,94
2018/19,E09000004,E12000007,Male,Set quit date,Under 18,4
2018/19,E09000005,E12000007,Female,Not known,18-34,72
2018/19,E09000005,E12000007,Female,Not known,35-44,48
2018/19,E09000005,E12000007,Female,Not known,45-59,89
2018/19,E09000005,E12000007,Female,Not known,60 and over,34
2018/19,E09000005,E12000007,Female,Not known,Under 18,5
2018/19,E09000005,E12000007,Female,Not quit,18-34,17
2018/19,E09000005,E12000007,Female,Not quit,35-44,14
2018/19,E09000005,E12000007,Female,Not quit,45-59,43
2018/19,E09000005,E12000007,Female,Not quit,60 and over,17
2018/19,E09000005,E12000007,Female,Not quit,Under 18,0
2018/19,E09000005,E12000007,Female,Quit,18-34,51
2018/19,E09000005,E12000007,Female,Quit,35-44,56
2018/19,E09000005,E12000007,Female,Quit,45-59,72
2018/19,E09000005,E12000007,Female,Quit,60 and over,41
2018/19,E09000005,E12000007,Female,Quit,Under 18,0
2018/19,E09000005,E12000007,Female,Quit CO,18-34,40
2018/19,E09000005,E12000007,Female,Quit CO,35-44,44
2018/19,E09000005,E12000007,Female,Quit CO,45-59,55
2018/19,E09000005,E12000007,Female,Quit CO,60 and over,34
2018/19,E09000005,E12000007,Female,Quit CO,Under 18,0
2018/19,E09000005,E12000007,Female,Set quit date,18-34,140
2018/19,E09000005,E12000007,Female,Set quit date,35-44,118
2018/19,E09000005,E12000007,Female,Set quit date,45-59,204
2018/19,E09000005,E12000007,Female,Set quit date,60 and over,92
2018/19,E09000005,E12000007,Female,Set quit date,Under 18,5
2018/19,E09000005,E12000007,Male,Not known,18-34,83
2018/19,E09000005,E12000007,Male,Not known,35-44,83
2018/19,E09000005,E12000007,Male,Not known,45-59,110
2018/19,E09000005,E12000007,Male,Not known,60 and over,40
2018/19,E09000005,E12000007,Male,Not known,Under 18,2
2018/19,E09000005,E12000007,Male,Not quit,18-34,27
2018/19,E09000005,E12000007,Male,Not quit,35-44,19
2018/19,E09000005,E12000007,Male,Not quit,45-59,34
2018/19,E09000005,E12000007,Male,Not quit,60 and over,25
2018/19,E09000005,E12000007,Male,Not quit,Under 18,0
2018/19,E09000005,E12000007,Male,Quit,18-34,114
2018/19,E09000005,E12000007,Male,Quit,35-44,99
2018/19,E09000005,E12000007,Male,Quit,45-59,152
2018/19,E09000005,E12000007,Male,Quit,60 and over,69
2018/19,E09000005,E12000007,Male,Quit,Under 18,2
2018/19,E09000005,E12000007,Male,Quit CO,18-34,102
2018/19,E09000005,E12000007,Male,Quit CO,35-44,87
2018/19,E09000005,E12000007,Male,Quit CO,45-59,140
2018/19,E09000005,E12000007,Male,Quit CO,60 and over,65
2018/19,E09000005,E12000007,Male,Quit CO,Under 18,1
2018/19,E09000005,E12000007,Male,Set quit date,18-34,224
2018/19,E09000005,E12000007,Male,Set quit date,35-44,201
2018/19,E09000005,E12000007,Male,Set quit date,45-59,296
2018/19,E09000005,E12000007,Male,Set quit date,60 and over,134
2018/19,E09000005,E12000007,Male,Set quit date,Under 18,4
2018/19,E09000007,E12000007,Female,Not known,18-34,44
2018/19,E09000007,E12000007,Female,Not known,35-44,20
2018/19,E09000007,E12000007,Female,Not known,45-59,35
2018/19,E09000007,E12000007,Female,Not known,60 and over,17
2018/19,E09000007,E12000007,Female,Not known,Under 18,0
2018/19,E09000007,E12000007,Female,Not quit,18-34,38
2018/19,E09000007,E12000007,Female,Not quit,35-44,27
2018/19,E09000007,E12000007,Female,Not quit,45-59,55
2018/19,E09000007,E12000007,Female,Not quit,60 and over,42
2018/19,E09000007,E12000007,Female,Not quit,Under 18,0
2018/19,E09000007,E12000007,Female,Quit,18-34,102
2018/19,E09000007,E12000007,Female,Quit,35-44,83
2018/19,E09000007,E12000007,Female,Quit,45-59,152
2018/19,E09000007,E12000007,Female,Quit,60 and over,69
2018/19,E09000007,E12000007,Female,Quit,Under 18,3
2018/19,E09000007,E12000007,Female,Quit CO,18-34,48
2018/19,E09000007,E12000007,Female,Quit CO,35-44,53
2018/19,E09000007,E12000007,Female,Quit CO,45-59,85
2018/19,E09000007,E12000007,Female,Quit CO,60 and over,36
2018/19,E09000007,E12000007,Female,Quit CO,Under 18,0
2018/19,E09000007,E12000007,Female,Set quit date,18-34,184
2018/19,E09000007,E12000007,Female,Set quit date,35-44,130
2018/19,E09000007,E12000007,Female,Set quit date,45-59,242
2018/19,E09000007,E12000007,Female,Set quit date,60 and over,128
2018/19,E09000007,E12000007,Female,Set quit date,Under 18,3
2018/19,E09000007,E12000007,Male,Not known,18-34,33
2018/19,E09000007,E12000007,Male,Not known,35-44,23
